[-0.5198358487585446,0.0] [2] [-0.5188640701104285,0.000971778648116115]
[-0.2259815813671899,0.004512402984024555] [2] [-0.22241633689853973,0.003565244468650178]
[-0.22241633689853973,0.003565244468650178] [2] [-0.21981490998883446,0.002601426909705268]
[-0.21981490998883446,0.002601426909705268] [2] [-0.21818931446689846,0.0016255955219360084]
[-0.21818931446689846,0.0016255955219360084] [2] [-0.2175469965583232,0.0006423179085752592]
[-0.2175469965583232,0.0006423179085752592] [2] [-0.21789088548246416,-0.000343888924140947]
[-0.21789088548246416,-0.000343888924140947] [2] [-0.21921941388872096,-0.0013285284062567958]
[-0.21921941388872096,-0.0013285284062567958] [2] [-0.22152650688395636,-0.0023070929952354173]
[-0.22152650688395636,-0.0023070929952354173] [2] [-0.224801540319637,-0.0032750334356806523]
[-0.224801540319637,-0.0032750334356806523] [0] [-0.23102927091407932,-0.006227730594442316]
[-0.23102927091407932,-0.006227730594442316] [0] [-0.24018019359288392,-0.009150922678804612]
[-0.24018019359288392,-0.009150922678804612] [0] [-0.2522097391932627,-0.012029545600378786]
[-0.2522097391932627,-0.012029545600378786] [0] [-0.2670571700256087,-0.014847430832345939]
[-0.2670571700256087,-0.014847430832345939] [0] [-0.2846442654618488,-0.017587095436240072]
[-0.2846442654618488,-0.017587095436240072] [0] [-0.30487391943984804,-0.02022965397799927]
[-0.30487391943984804,-0.02022965397799927] [0] [-0.3276287991978714,-0.022754879758023382]
[-0.3276287991978714,-0.022754879758023382] [0] [-0.3527702366662103,-0.025141437468338895]
[-0.3527702366662103,-0.025141437468338895] [0] [-0.38013753674706535,-0.027367300080855035]
[-0.38013753674706535,-0.027367300080855035] [0] [-0.40954788572026,-0.029410348973194674]
[-0.40954788572026,-0.029410348973194674] [0] [-0.4407970240865229,-0.031249138366262846]
[-0.4407970240865229,-0.031249138366262846] [0] [-0.47366080864433285,-0.032863784557809986]
[-0.47366080864433285,-0.032863784557809986] [0] [-0.5078977285032467,-0.034236919858913833]
[-0.5078977285032467,-0.034236919858913833] [0] [-0.5432523626751962,-0.03535463417194949]
[-0.5432523626751962,-0.03535463417194949] [0] [-0.5794596803331845,-0.03620731765798836]
[-0.5794596803331845,-0.03620731765798836] [0] [-0.61624999944857,-0.03679031911538546]
[-0.61624999944857,-0.03679031911538546] [0] [-0.6533543474733603,-0.03710434802479031]
[-0.6533543474733603,-0.03710434802479031] [0] [-0.690509920269132,-0.03715557279577172]
[-0.690509920269132,-0.03715557279577172] [0] [-0.7274653204186573,-0.036955400149525294]
[-0.7274653204186573,-0.036955400149525294] [0] [-0.763985275908629,-0.03651995548997171]
[-0.763985275908629,-0.03651995548997171] [0] [-0.7998545915286839,-0.035869315620054965]
[-0.7998545915286839,-0.035869315620054965] [1] [-0.8338811596707769,-0.03402656814209306]
[-0.8338811596707769,-0.03402656814209306] [0] [-0.8669024125389726,-0.03302125286819574]
[-0.8669024125389726,-0.03302125286819574] [0] [-0.8987805326046713,-0.03187812006569869]
[-0.8987805326046713,-0.03187812006569869] [0] [-0.9294023962503328,-0.030621863645661534]
[-0.9294023962503328,-0.030621863645661534] [0] [-0.9586787437376207,-0.029276347487287867]
[-0.9586787437376207,-0.029276347487287867] [0] [-0.9865427246766282,-0.02786398093900741]
[-0.9865427246766282,-0.02786398093900741] [2] [-1.0109479803789796,-0.02440525570235139]
[-1.0109479803789796,-0.02440525570235139] [0] [-1.0338680043712984,-0.022920023992318878]
[-1.0338680043712984,-0.022920023992318878] [0] [-1.0552900269614764,-0.02142202259017809]
[-1.0552900269614764,-0.02142202259017809] [0] [-1.0752127862573144,-0.019922759295837957]
[-1.0752127862573144,-0.019922759295837957] [0] [-1.0936443699576188,-0.01843158370030446]
[-1.0936443699576188,-0.01843158370030446] [0] [-1.1106001841188744,-0.016955814161255633]
[-1.1106001841188744,-0.016955814161255633] [0] [-1.1261010859042198,-0.015500901785345285]
[-1.1261010859042198,-0.015500901785345285] [0] [-1.140171701148348,-0.014070615244128245]
[-1.140171701148348,-0.014070615244128245] [2] [-1.1508389347240395,-0.010667233575691503]
[-1.1508389347240395,-0.010667233575691503] [0] [-1.1601260401918883,-0.00928710546784883]
[-1.1601260401918883,-0.00928710546784883] [0] [-1.1680552481567674,-0.00792920796487921]
[-1.1680552481567674,-0.00792920796487921] [0] [-1.1746469878894679,-0.006591739732700478]
[-1.1746469878894679,-0.006591739732700478] [2] [-1.1779192500233857,-0.003272262133917892]
[-1.1779192500233857,-0.003272262133917892] [2] [-1.1778813027871031,3.794723628253128e-05]
[-1.1778813027871031,3.794723628253128e-05] [2] [-1.1745330374226723,0.0033482653644307317]
[-1.1745330374226723,0.0033482653644307317] [1] [-1.1688649757328986,0.0056680616897737]
[-1.1688649757328986,0.0056680616897737] [2] [-1.159861606669127,0.009003369063771614]
[-1.159861606669127,0.009003369063771614] [2] [-1.1474996817269718,0.012361924942155218]
[-1.1474996817269718,0.012361924942155218] [2] [-1.1317500861855523,0.01574959554141943]
[-1.1317500861855523,0.01574959554141943] [2] [-1.1125804880523973,0.01916959813315504]
[-1.1125804880523973,0.01916959813315504] [2] [-1.0899588288662945,0.02262165918610278]
[-1.0899588288662945,0.02262165918610278] [2] [-1.063857712412057,0.02610111645423755]
[-1.063857712412057,0.02610111645423755] [2] [-1.0342597178687796,0.029597994543277304]
[-1.0342597178687796,0.029597994543277304] [1] [-1.0021636061988335,0.03209611166994604]
[-1.0021636061988335,0.03209611166994604] [1] [-0.9675902754787296,0.03457333072010391]
[-0.9675902754787296,0.03457333072010391] [1] [-0.9305879013700896,0.037002374108639956]
[-0.9305879013700896,0.037002374108639956] [1] [-0.8912369488815663,0.03935095248852324]
[-0.8912369488815663,0.03935095248852324] [2] [-0.8486546824231813,0.04258226645838502]
[-0.8486546824231813,0.04258226645838502] [1] [-0.8040029259750527,0.04465175644812858]
[-0.8040029259750527,0.04465175644812858] [2] [-0.7564875399306654,0.047515386044387334]
[-0.7564875399306654,0.047515386044387334] [2] [-0.7063641612882783,0.05012337864238718]
[-0.7063641612882783,0.05012337864238718] [2] [-0.6539376978882601,0.052426463400018275]
[-0.6539376978882601,0.052426463400018275] [2] [-0.5995584128999202,0.05437928498833988]
[-0.5995584128999202,0.05437928498833988] [2] [-0.5436143484614608,0.055944064438459305]
[-0.5436143484614608,0.055944064438459305] [2] [-0.48652025742066346,0.0570940910407974]
[-0.48652025742066346,0.0570940910407974] [2] [-0.42870368213909993,0.057816575281563504]
[-0.42870368213909993,0.057816575281563504] [2] [-0.37058924539009447,0.05811443674900546]
[-0.37058924539009447,0.05811443674900546] [2] [-0.3125825023006959,0.058006743089398585]
[-0.3125825023006959,0.058006743089398585] [2] [-0.25505477307712154,0.05752772922357437]
[-0.25505477307712154,0.05752772922357437] [2] [-0.19833021522992433,0.056724557847197196]
[-0.19833021522992433,0.056724557847197196] [2] [-0.14267604173766746,0.05565417349225687]
[-0.14267604173766746,0.05565417349225687] [1] [-0.08929633324292609,0.05337970849474137]
[-0.08929633324292609,0.05337970849474137] [2] [-0.03732745429480193,0.05196887894812416]
[-0.03732745429480193,0.05196887894812416] [2] [0.013157083341659673,0.0504845376364616]
[0.013157083341659673,0.0504845376364616] [2] [0.062143568199763785,0.04898648485810411]
[0.062143568199763785,0.04898648485810411] [2] [0.10967337287893078,0.047529804679166995]
[0.10967337287893078,0.047529804679166995] [2] [0.15583727902554162,0.04616390614661084]
[0.15583727902554162,0.04616390614661084] [2] [0.20076945421698156,0.04493217519143993]
[0.20076945421698156,0.04493217519143993] [2] [0.2446415543645332,0.04387210014755163]
[0.2446415543645332,0.04387210014755163] [1] [0.2866572759334023,0.0420157215688691]
[0.2866572759334023,0.0420157215688691] [1] [0.3270418504572783,0.04038457452387602]
[0.3270418504572783,0.04038457452387602] [1] [0.366036206414473,0.03899435595719469]
[0.366036206414473,0.03899435595719469] [1] [0.40389236006781204,0.03785615365333903]
[0.40389236006781204,0.03785615365333903] [1] [0.44086988921507625,0.036977529147264196]
[0.44086988921507625,0.036977529147264196] [1] [0.47723330189987706,0.036363412684800804]
[0.47723330189987706,0.036363412684800804] [1] [0.5132500937858895,0.03601679188601241]
[-0.41816082405738086,0.0] [2] [-0.4179384875865839,0.00022233647079696267]
[-0.4179384875865839,0.00022233647079696267] [2] [-0.41749539926707563,0.0004430883195083163]
[-0.41749539926707563,0.0004430883195083163] [2] [-0.416834716014618,0.0006606832524576268]
[-0.416834716014618,0.0006606832524576268] [2] [-0.4159611424961705,0.0008735735184475096]
[-0.4159611424961705,0.0008735735184475096] [2] [-0.41488089460110283,0.0010802478950676848]
[-0.41488089460110283,0.0010802478950676848] [2] [-0.41360165126541204,0.0012792433356908148]
[-0.41360165126541204,0.0012792433356908148] [2] [-0.41213249509690686,0.0014691561685052017]
[-0.41213249509690686,0.0014691561685052017] [2] [-0.41048384235395097,0.0016486527429558926]
[-0.41048384235395097,0.0016486527429558926] [2] [-0.40866736292973405,0.0018164794242169389]
[-0.40866736292973405,0.0018164794242169389] [2] [-0.406695891086837,0.001971471842897058]
[-0.406695891086837,0.001971471842897058] [2] [-0.4045833277716722,0.002112563315164792]
[-0.4045833277716722,0.002112563315164792] [2] [-0.402344535413769,0.002238792357903176]
[-0.402344535413769,0.002238792357903176] [2] [-0.39999522617942074,0.0023493092343482604]
[-0.39999522617942074,0.0023493092343482604] [2] [-0.3975518447015765,0.0024433814778442096]
[-0.3975518447015765,0.0024433814778442096] [2] [-0.3950314463468762,0.0025203983547003104]
[-0.3950314463468762,0.0025203983547003104] [2] [-0.39245157210544884,0.0025798742414273406]
[-0.39245157210544884,0.0025798742414273406] [2] [-0.38983012119889143,0.0026214509065573995]
[-0.38983012119889143,0.0026214509065573995] [2] [-0.38718522249644405,0.00264489870244739]
[-0.38718522249644405,0.00264489870244739] [2] [-0.38453510580892203,0.002650116687522026]
[-0.38453510580892203,0.002650116687522026] [2] [-0.3818979740950297,0.0026371317138923407]
[-0.3818979740950297,0.0026371317138923407] [2] [-0.3792918775662778,0.0026060965287518735]
[-0.3792918775662778,0.0026060965287518735] [2] [-0.37673459061629094,0.002557286949986834]
[-0.37673459061629094,0.002557286949986834] [2] [-0.3742434924296275,0.0024910981866634106]
[-0.3742434924296275,0.0024910981866634106] [2] [-0.371835452046464,0.002408040383163527]
[-0.371835452046464,0.002408040383163527] [2] [-0.3695267185749648,0.0023087334714992584]
[-0.3695267185749648,0.0023087334714992584] [2] [-0.3673328171553559,0.0021939014196088935]
[-0.3673328171553559,0.0021939014196088935] [2] [-0.36526845119116735,0.0020643659641885353]
[-0.36526845119116735,0.0020643659641885353] [2] [-0.36334741127625836,0.0019210399149090112]
[-0.36334741127625836,0.0019210399149090112] [2] [-0.36158249116338326,0.0017649201128751282]
[-0.36158249116338326,0.0017649201128751282] [2] [-0.3599854110432237,0.0015970801201595501]
[-0.3599854110432237,0.0015970801201595501] [2] [-0.35856674833370233,0.0014186627095213668]
[-0.35856674833370233,0.0014186627095213668] [2] [-0.3573358761193066,0.0012308722143957093]
[-0.3573358761193066,0.0012308722143957093] [2] [-0.35630090932995184,0.00103496678935475]
[-0.35630090932995184,0.00103496678935475] [2] [-0.3554686587089967,0.0008322506209551335]
[-0.3554686587089967,0.0008322506209551335] [2] [-0.3548445925903273,0.0006240661186693816]
[-0.3548445925903273,0.0006240661186693816] [2] [-0.35443280648442566,0.00041178610590162376]
[-0.35443280648442566,0.00041178610590162376] [2] [-0.3542360004620941,0.0001968060223315486]
[-0.3542360004620941,0.0001968060223315486] [2] [-0.35425546432070637,-1.946385861226695e-05]
[-0.35425546432070637,-1.946385861226695e-05] [2] [-0.35449107051987133,-0.00023560619916498287]
[-0.35449107051987133,-0.00023560619916498287] [2] [-0.35494127487935956,-0.00045020435948820185]
[-0.35494127487935956,-0.00045020435948820185] [2] [-0.35560312504002484,-0.000661850160665257]
[-0.35560312504002484,-0.000661850160665257] [2] [-0.35647227669614584,-0.0008691516561209803]
[-0.35647227669614584,-0.0008691516561209803] [2] [-0.3575430176130118,-0.0010707409168659852]
[-0.3575430176130118,-0.0010707409168659852] [2] [-0.3588082994446783,-0.0012652818316664632]
[-0.3588082994446783,-0.0012652818316664632] [2] [-0.3602597773617898,-0.001451477917111517]
[-0.3602597773617898,-0.001451477917111517] [2] [-0.36188785748663593,-0.0016280801248460982]
[-0.36188785748663593,-0.0016280801248460982] [2] [-0.3636817521109188,-0.00179389462428289]
[-0.3636817521109188,-0.00179389462428289] [2] [-0.36562954264020237,-0.0019477905292835584]
[-0.36562954264020237,-0.0019477905292835584] [2] [-0.3677182501672384,-0.0020887075270360706]
[-0.3677182501672384,-0.0020887075270360706] [2] [-0.3699339135243451,-0.0022156633571066963]
[-0.3699339135243451,-0.0022156633571066963] [2] [-0.3722616746032258,-0.002327761078880668]
[-0.3722616746032258,-0.002327761078880668] [2] [-0.37468587066001025,-0.0024241960567844534]
[-0.37468587066001025,-0.0024241960567844534] [2] [-0.37719013324524825,-0.0025042625852379954]
[-0.37719013324524825,-0.0025042625852379954] [2] [-0.37975749331485165,-0.002567360069603386]
[-0.37975749331485165,-0.002567360069603386] [2] [-0.3823704919906505,-0.0026129986757988336]
[-0.3823704919906505,-0.0026129986757988336] [2] [-0.38501129635062525,-0.0026408043599747506]
[-0.38501129635062525,-0.0026408043599747506] [2] [-0.3876618195414765,-0.0026505231908512494]
[-0.3876618195414765,-0.0026505231908512494] [2] [-0.39030384442251836,-0.002642024881041885]
[-0.39030384442251836,-0.002642024881041885] [2] [-0.3929191498724012,-0.0026153054498828333]
[-0.3929191498724012,-0.0026153054498828333] [2] [-0.3954896388211966,-0.0025704889487954204]
[-0.3954896388211966,-0.0025704889487954204] [2] [-0.3979974670119835,-0.0025078281907869055]
[-0.3979974670119835,-0.0025078281907869055] [2] [-0.4004251714499988,-0.0024277044380152882]
[-0.4004251714499988,-0.0024277044380152882] [2] [-0.402755797465023,-0.0023306260150242138]
[-0.402755797465023,-0.0023306260150242138] [2] [-0.4049730232948932,-0.002217225829870193]
[-0.4049730232948932,-0.002217225829870193] [2] [-0.40706128109537015,-0.002088257800476954]
[-0.40706128109537015,-0.002088257800476954] [2] [-0.40900587329409865,-0.0019445921987285093]
[-0.40900587329409865,-0.0019445921987285093] [2] [-0.4107930832337491,-0.0017872099396504348]
[-0.4107930832337491,-0.0017872099396504348] [2] [-0.41241027909092165,-0.001617195857172551]
[-0.41241027909092165,-0.001617195857172551] [0] [-0.4158460101120444,-0.003435731021122783]
[-0.4158460101120444,-0.003435731021122783] [2] [-0.4190758855725396,-0.0032298754604952132]
[-0.4190758855725396,-0.0032298754604952132] [2] [-0.42207689916059343,-0.003001013588053844]
[-0.42207689916059343,-0.003001013588053844] [2] [-0.4248276098079897,-0.002750710647396295]
[-0.4248276098079897,-0.002750710647396295] [2] [-0.42730831134553,-0.0024807015375402763]
[-0.42730831134553,-0.0024807015375402763] [2] [-0.42950118928867226,-0.0021928779431422615]
[-0.42950118928867226,-0.0021928779431422615] [2] [-0.4313904632035792,-0.0018892739149069518]
[-0.4313904632035792,-0.0018892739149069518] [2] [-0.4329625132641349,-0.0015720500605556392]
[-0.4329625132641349,-0.0015720500605556392] [2] [-0.43420598978223685,-0.0012434765181019677]
[-0.43420598978223685,-0.0012434765181019677] [2] [-0.4351119046729052,-0.0009059148906684009]
[-0.4351119046729052,-0.0009059148906684009] [2] [-0.43567370399928873,-0.0005617993263834817]
[-0.43567370399928873,-0.0005617993263834817] [2] [-0.43588732092813626,-0.00021361692884750967]
[-0.43588732092813626,-0.00021361692884750967] [2] [-0.435751208612211,0.00013611231592526834]
[-0.435751208612211,0.00013611231592526834] [2] [-0.4352663527016848,0.00048485591052621364]
[-0.4352663527016848,0.00048485591052621364] [2] [-0.43443626337161256,0.0008300893300722222]
[-0.43443626337161256,0.0008300893300722222] [2] [-0.43326694693739914,0.0011693164342134283]
[-0.43326694693739914,0.0011693164342134283] [2] [-0.4317668573151453,0.0015000896222538305]
[-0.4317668573151453,0.0015000896222538305] [2] [-0.42994682776920673,0.0018200295459385768]
[-0.42994682776920673,0.0018200295459385768] [2] [-0.427819983575172,0.002126844194034771]
[-0.427819983575172,0.002126844194034771] [2] [-0.4254016364121504,0.0024183471630215775]
[-0.4254016364121504,0.0024183471630215775] [2] [-0.4227091614824066,0.0026924749297437597]
[-0.4227091614824066,0.0026924749297437597] [2] [-0.4197618585368127,0.0029473029455939414]
[-0.4197618585368127,0.0029473029455939414] [2] [-0.41658079815831056,0.003181060378502151]
[-0.41658079815831056,0.003181060378502151] [2] [-0.4131886548188365,0.0033921433394740906]
[-0.4131886548188365,0.0033921433394740906] [2] [-0.40960952837362347,0.0035791264452129943]
[-0.40960952837362347,0.0035791264452129943] [2] [-0.4058687557857989,0.003740772587824544]
[-0.4058687557857989,0.003740772587824544] [2] [-0.4019927149790146,0.003876040806784266]
[-0.4019927149790146,0.003876040806784266] [2] [-0.398008622792058,0.003984092186956589]
[-0.398008622792058,0.003984092186956589] [2] [-0.39394432905318544,0.004064293738872555]
[-0.39394432905318544,0.004064293738872555] [2] [-0.3898281088004232,0.004116220252762284]
[-0.3898281088004232,0.004116220252762284] [2] [-0.38568845464562845,0.0041396541547947035]
[-0.38568845464562845,0.0041396541547947035] [2] [-0.38155387121442813,0.004134583431200311]
[-0.38155387121442813,0.004134583431200311] [2] [-0.3774526734924948,0.004101197721933371]
[-0.3774526734924948,0.004101197721933371] [2] [-0.3734127907737477,0.0040398827187470366]
[-0.3734127907737477,0.0040398827187470366] [2] [-0.3694615777421731,0.003951213031574649]
[-0.3694615777421731,0.003951213031574649] [2] [-0.3656256340314947,0.003835943710678418]
[-0.3656256340314947,0.003835943710678418] [2] [-0.3619306334023485,0.003695000629146201]
[-0.3619306334023485,0.003695000629146201] [2] [-0.358401163462041,0.0035294699403074837]
[-0.358401163462041,0.0035294699403074837] [2] [-0.3550605766348686,0.0033405868271723796]
[-0.3550605766348686,0.0033405868271723796] [2] [-0.35193085287876225,0.003129723756106347]
[-0.35193085287876225,0.003129723756106347] [2] [-0.34903247444373997,0.002898378435022281]
[-0.34903247444373997,0.002898378435022281] [2] [-0.34638431278563897,0.0026481616581010264]
[-0.34638431278563897,0.0026481616581010264] [2] [-0.34400352759023106,0.002380785195407913]
[-0.34400352759023106,0.002380785195407913] [2] [-0.34190547773230234,0.0020980498579287153]
[-0.34190547773230234,0.0020980498579287153] [2] [-0.34010364389448844,0.0018018338378139257]
[-0.34010364389448844,0.0018018338378139257] [2] [-0.33860956250311214,0.0014940813913763276]
[-0.33860956250311214,0.0014940813913763276] [2] [-0.3374327706030907,0.0011767919000214662]
[-0.3374327706030907,0.0011767919000214662] [2] [-0.3365807612899498,0.0008520093131408691]
[-0.3365807612899498,0.0008520093131408691] [2] [-0.3360589493416473,0.0005218119483024546]
[-0.3360589493416473,0.0005218119483024546] [2] [-0.33587064674271466,0.00018830259893263613]
[-0.33587064674271466,0.00018830259893263613] [2] [-0.3360170478636798,-0.00014640112096514436]
[-0.3360170478636798,-0.00014640112096514436] [2] [-0.3364972241446029,-0.00048017628092312495]
[-0.3364972241446029,-0.00048017628092312495] [2] [-0.33730812822705303,-0.0008109040824500788]
[-0.33730812822705303,-0.0008109040824500788] [2] [-0.33844460757786027,-0.001136479350807257]
[-0.33844460757786027,-0.001136479350807257] [2] [-0.339899427744256,-0.0014548201663957688]
[-0.339899427744256,-0.0014548201663957688] [2] [-0.34166330546741097,-0.001763877723154958]
[-0.34166330546741097,-0.001763877723154958] [2] [-0.3437249519540686,-0.0020616464866576364]
[-0.3437249519540686,-0.0020616464866576364] [2] [-0.346071126658626,-0.002346174704557364]
[-0.346071126658626,-0.002346174704557364] [2] [-0.34868670195604395,-0.002615575297417936]
[-0.34868670195604395,-0.002615575297417936] [2] [-0.35155473908569196,-0.0028680371296479997]
[-0.35155473908569196,-0.0028680371296479997] [2] [-0.354656575715048,-0.003101836629356058]
[-0.354656575715048,-0.003101836629356058] [2] [-0.3579719254087043,-0.003315349693656299]
[-0.3579719254087043,-0.003315349693656299] [2] [-0.3614789891923254,-0.003507063783621105]
[-0.3614789891923254,-0.003507063783621105] [2] [-0.36515457927440154,-0.0036755900820761066]
[-0.36515457927440154,-0.0036755900820761066] [2] [-0.36897425483355506,-0.0038196755591535505]
[-0.36897425483355506,-0.0038196755591535505] [2] [-0.3729124695998375,-0.003938214766282434]
[-0.3729124695998375,-0.003938214766282434] [2] [-0.3769427307601299,-0.004030261160292451]
[-0.3769427307601299,-0.004030261160292451] [2] [-0.38103776850666926,-0.004095037746539335]
[-0.38103776850666926,-0.004095037746539335] [2] [-0.3851697153308276,-0.004131946824158343]
[-0.3851697153308276,-0.004131946824158343] [2] [-0.38931029394897376,-0.004140578618146173]
[-0.38931029394897376,-0.004140578618146173] [2] [-0.39343101254101226,-0.0041207185920384935]
[-0.39343101254101226,-0.0041207185920384935] [2] [-0.39750336579221934,-0.0040723532512070715]
[-0.39750336579221934,-0.0040723532512070715] [2] [-0.4014990400618287,-0.003995674269609327]
[-0.4014990400618287,-0.003995674269609327] [2] [-0.40539012086305287,-0.003891080801224181]
[-0.40539012086305287,-0.003891080801224181] [2] [-0.4091493007332279,-0.0037591798701750593]
[-0.4091493007332279,-0.0037591798701750593] [2] [-0.4127500855024859,-0.0036007847692579404]
[-0.4127500855024859,-0.0036007847692579404] [2] [-0.41616699693622966,-0.0034169114337437812]
[-0.41616699693622966,-0.0034169114337437812] [2] [-0.419375769730624,-0.0032087727943943783]
[-0.419375769730624,-0.0032087727943943783] [2] [-0.42235354087982346,-0.0029777711491994255]
[-0.42235354087982346,-0.0029777711491994255] [2] [-0.4250790295060008,-0.00272548862617734]
[-0.4250790295060008,-0.00272548862617734] [2] [-0.42753270534471083,-0.0024536758387100396]
[-0.42753270534471083,-0.0024536758387100396] [2] [-0.42969694420435006,-0.002164238859639247]
[-0.42969694420435006,-0.002164238859639247] [2] [-0.43155616886476134,-0.0018592246604112678]
[-0.43155616886476134,-0.0018592246604112678] [2] [-0.433096974041684,-0.0015408051769226806]
[-0.433096974041684,-0.0015408051769226806] [2] [-0.43430823421638115,-0.0012112601746971322]
[-0.43430823421638115,-0.0012112601746971322] [2] [-0.4351811933095492,-0.0008729590931680526]
[-0.4351811933095492,-0.0008729590931680526] [2] [-0.4357095353624339,-0.0005283420528846916]
[-0.4357095353624339,-0.0005283420528846916] [2] [-0.4358894355736572,-0.00017990021122330912]
[-0.4358894355736572,-0.00017990021122330912] [2] [-0.4357195912261578,0.00016984434749947196]
[-0.4357195912261578,0.00016984434749947196] [2] [-0.43520123222415863,0.0005183590019991672]
[-0.43520123222415863,0.0005183590019991672] [2] [-0.43433811114509874,0.0008631210790598757]
[-0.43433811114509874,0.0008631210790598757] [2] [-0.43313647289627405,0.0012016382488247014]
[-0.43313647289627405,0.0012016382488247014] [2] [-0.43160500425094456,0.0015314686453294832]
[-0.43160500425094456,0.0015314686453294832] [2] [-0.4297547637241617,0.0018502405267828564]
[-0.4297547637241617,0.0018502405267828564] [2] [-0.4275990924344615,0.00215567128970022]
[-0.4275990924344615,0.00215567128970022] [2] [-0.42515350678317715,0.0024455856512843066]
[-0.42515350678317715,0.0024455856512843066] [2] [-0.42243557396702075,0.0027179328161564204]
[-0.42243557396702075,0.0027179328161564204] [2] [-0.41946477151951306,0.0029708024475076887]
[-0.41946477151951306,0.0029708024475076887] [2] [-0.41626233224972886,0.0032024392697841994]
[-0.41626233224972886,0.0032024392697841994] [2] [-0.41285107610885025,0.0034112561408785984]
[-0.41285107610885025,0.0034112561408785984] [2] [-0.4092552306618159,0.0035958454470343603]
[-0.4092552306618159,0.0035958454470343603] [2] [-0.4055002419682242,0.0037549886935916757]
[-0.4055002419682242,0.0037549886935916757] [2] [-0.40161257777889514,0.003887664189329092]
[-0.40161257777889514,0.003887664189329092] [2] [-0.3976195250277305,0.003993052751164613]
[-0.3976195250277305,0.003993052751164613] [2] [-0.3935489836390102,0.004070541388720319]
[-0.3935489836390102,0.004070541388720319] [2] [-0.3894292586752494,0.004119724963760797]
[-0.3894292586752494,0.004119724963760797] [2] [-0.3852888528186882,0.004140405856561252]
[-0.3852888528186882,0.004140405856561252] [2] [-0.38115626111025686,0.00413259170843134]
[-0.38115626111025686,0.00413259170843134] [2] [-0.3770597697648565,0.004096491345400339]
[-0.3770597697648565,0.004096491345400339] [2] [-0.3730272607439148,0.004032509020941726]
[-0.3730272607439148,0.004032509020941726] [2] [-0.36908602359975473,0.003941237144160044]
[-0.36908602359975473,0.003941237144160044] [2] [-0.3652625759169072,0.003823447682847544]
[-0.3652625759169072,0.003823447682847544] [2] [-0.3615824934696333,0.0036800824472739326]
[-0.3615824934696333,0.0036800824472739326] [2] [-0.3580702509997813,0.0035122424698520007]
[-0.3580702509997813,0.0035122424698520007] [2] [-0.35474907430215025,0.0033211766976310557]
[-0.35474907430215025,0.0033211766976310557] [2] [-0.3516408040931726,0.0031082702089776553]
[-0.3516408040931726,0.0031082702089776553] [2] [-0.3487657719399474,0.0028750321532252116]
[-0.3487657719399474,0.0028750321532252116] [2] [-0.34614268834670825,0.002623083593239133]
[-0.34614268834670825,0.002623083593239133] [2] [-0.34378854293996663,0.0023541454067415903]
[-0.34378854293996663,0.0023541454067415903] [2] [-0.34171851656590846,0.002070026374058194]
[-0.34171851656590846,0.002070026374058194] [2] [-0.33994590501690053,0.0017726115490079217]
[-0.33994590501690053,0.0017726115490079217] [2] [-0.3384820540395586,0.0014638509773419403]
[-0.3384820540395586,0.0014638509773419403] [2] [-0.3373363052447268,0.001145748794831812]
[-0.3373363052447268,0.001145748794831812] [2] [-0.33651595253858424,0.0008203527061425729]
[-0.33651595253858424,0.0008203527061425729] [2] [-0.33602620872135597,0.0004897438172282687]
[-0.33602620872135597,0.0004897438172282687] [2] [-0.335870181952113,0.00015602676924295826]
[-0.335870181952113,0.00015602676924295826] [2] [-0.3360488618503267,-0.0001786798982136991]
[-0.3360488618503267,-0.0001786798982136991] [2] [-0.33656111509189873,-0.000512253241572068]
[-0.33656111509189873,-0.000512253241572068] [2] [-0.337403690453494,-0.0008425753615952413]
[-0.337403690453494,-0.0008425753615952413] [2] [-0.3385712333580185,-0.0011675429045244494]
[-0.3385712333580185,-0.0011675429045244494] [2] [-0.3400563100697701,-0.0014850767117516378]
[-0.3400563100697701,-0.0014850767117516378] [2] [-0.34184944177401694,-0.0017931317042468261]
[-0.4716243500861903,0.0] [2] [-0.4710125806892545,0.0006117693969358033]
[-0.4710125806892545,0.0006117693969358033] [2] [-0.46979357384720305,0.0012190068420514688]
[-0.46979357384720305,0.0012190068420514688] [2] [-0.4679763559317619,0.0018172179154411527]
[-0.4679763559317619,0.0018172179154411527] [2] [-0.46557437287163556,0.0024019830601263526]
[-0.46557437287163556,0.0024019830601263526] [2] [-0.4626053783776306,0.0029689944940049576]
[-0.4626053783776306,0.0029689944940049576] [2] [-0.4590912859256927,0.0035140924519378772]
[-0.4590912859256927,0.0035140924519378772] [2] [-0.4550579854628985,0.004033300462794213]
[-0.4550579854628985,0.004033300462794213] [2] [-0.45053512614766106,0.004522859315237413]
[-0.45053512614766106,0.004522859315237413] [2] [-0.4455558668331851,0.004979259314475976]
[-0.4455558668331851,0.004979259314475976] [2] [-0.4401565964463816,0.005399270386803517]
[-0.4401565964463816,0.005399270386803517] [2] [-0.4343766268902181,0.0057799695561635235]
[-0.4343766268902181,0.0057799695561635235] [2] [-0.4282578615870052,0.006118765303212904]
[-0.4282578615870052,0.006118765303212904] [2] [-0.42184444325976517,0.006413418327240024]
[-0.42184444325976517,0.006413418327240024] [2] [-0.4151823849918326,0.00666205826793257]
[-0.4151823849918326,0.00666205826793257] [2] [-0.40831918898339453,0.006863196008438032]
